id,origin,cs,power,destination,path
7707,16,5,120,18,"[47, 19, 15, 12, 16, 20, 18]"
7708,20,20,120,22,[63]
7709,23,13,120,13,"[73, 74]"
7710,11,11,50,9,"[32, 26]"
7711,22,20,120,17,"[68, 61, 58]"
7712,8,13,120,17,"[19, 15, 11, 8, 7, 37, 39, 75, 65, 67, 45, 58]"
7713,20,20,120,18,[60]
7714,23,1,50,24,"[73, 74, 38, 35, 5, 2, 7, 37, 39]"
7715,11,11,50,17,"[32, 29, 49]"
7716,15,15,120,22,[46]
7717,22,20,120,20,[68]
7718,11,11,50,24,"[34, 42, 73]"
8915,2,15,50,8,"[4, 16, 22, 49, 53, 57, 45, 58, 52, 47]"
8916,8,13,120,13,"[19, 15, 11, 8, 7, 37]"
8917,12,11,50,14,"[36, 34]"
8918,13,13,120,12,[38]
8919,10,13,120,22,"[27, 33, 37, 39, 75, 65]"
8920,9,5,50,10,"[23, 13, 25]"
8921,22,15,50,15,[67]
8922,16,20,120,20,"[50, 56]"
8923,20,20,120,22,[63]
8924,10,5,50,23,"[26, 23, 11, 10, 34, 42]"
8925,23,5,50,9,"[71, 40, 31, 9, 13]"
8926,1,1,50,16,"[1, 4, 16, 22]"
8927,12,13,120,13,[37]
8928,16,15,50,21,"[49, 53, 57, 46, 69]"
8929,8,13,120,9,"[19, 15, 11, 8, 7, 37, 38, 36, 32, 26]"
8930,6,13,120,9,"[15, 11, 8, 7, 37, 38, 36, 32, 26]"
8931,7,11,50,10,"[18, 55, 48, 27, 32]"
8932,14,5,50,10,"[40, 31, 9, 13, 25]"
8933,10,1,50,1,"[26, 23, 11, 8, 5]"
8934,20,20,120,22,[63]
8935,19,13,120,8,"[57, 46, 69, 66, 74, 38, 35, 6, 9, 12, 16]"
8936,12,13,120,16,"[37, 38, 36, 32, 29]"
8937,16,15,50,15,"[49, 53, 57]"
8938,1,1,50,6,"[1, 4]"
8939,21,20,120,20,[64]
8940,22,11,50,11,"[70, 71, 40]"
8941,15,15,120,16,"[45, 58, 52]"
8942,15,15,50,14,[44]
8943,17,5,50,9,"[52, 47, 19, 15, 13]"
8944,10,15,50,15,[28]
8945,21,20,120,20,[64]
8946,14,13,120,17,"[42, 73, 74, 39, 75, 65, 67, 45, 58]"
8947,6,11,50,7,"[15, 11, 10, 32, 29, 50, 54]"
8948,20,20,120,11,"[61, 57, 44, 40]"
8949,12,13,120,7,"[37, 39, 75, 64, 60, 54]"
8950,15,15,50,4,"[44, 40, 31]"
8951,23,11,50,8,"[71, 40, 32, 29, 47]"
8952,22,20,120,20,[68]
8953,21,13,120,22,"[66, 74, 39, 75, 65]"
8954,1,1,50,7,"[1, 4, 16, 20]"
8955,16,15,50,10,"[49, 53, 57, 43]"
8956,15,15,120,8,"[45, 58, 52, 47]"
8957,24,11,50,11,"[76, 71, 40]"
8958,11,11,50,14,[34]
8959,15,15,50,22,[46]
8960,20,20,120,7,"[60, 54]"
8961,9,20,50,10,"[25, 29, 50, 56, 60, 55, 48]"
8962,18,13,120,17,"[56, 62, 66, 74, 39, 75, 65, 67, 45, 58]"
8963,10,11,50,11,[27]
8964,4,1,50,23,"[8, 5, 2, 7, 37, 39, 76]"
8965,19,13,120,17,"[57, 46, 69, 66, 74, 39, 75, 65, 67, 45, 58]"
8966,24,15,50,15,"[75, 65, 67]"
8967,17,20,120,10,"[53, 59, 60, 55, 48]"
8968,23,11,50,11,"[71, 40]"
8969,16,5,50,17,"[47, 19, 15, 12, 16, 22, 49]"
8970,16,13,120,13,"[48, 27, 33, 37]"
8971,2,20,120,8,"[4, 16, 20, 18, 56, 60, 54, 17]"
8972,23,11,50,4,"[71, 40, 31]"
8973,4,20,120,9,"[9, 12, 16, 20, 18, 56, 60, 55, 48, 26]"
8974,10,11,50,11,[27]
8975,13,13,120,12,[38]
8976,13,13,120,20,"[39, 75, 64]"
8977,23,15,50,15,"[72, 67]"
8978,9,13,120,17,"[25, 27, 33, 37, 39, 75, 65, 67, 45, 58]"
8979,23,5,50,10,"[71, 40, 31, 9, 13, 25]"
8980,10,13,120,12,"[27, 33, 37, 38]"
8981,9,20,120,17,"[25, 29, 50, 56, 61, 58]"
8982,11,11,120,24,"[34, 42, 73]"
8983,10,5,50,21,"[26, 23, 13, 25, 28, 46, 69]"
8984,1,1,120,9,"[2, 6, 9, 13]"
8985,15,15,120,11,"[44, 40]"
8986,13,13,50,12,[38]
8987,10,11,50,8,"[27, 32, 29, 47]"
8988,14,15,50,22,"[41, 46]"
8989,10,20,120,19,"[29, 50, 56, 61]"
8990,21,20,120,19,"[64, 61]"
8991,15,15,50,22,[46]
8992,11,11,50,9,"[32, 26]"
8993,6,5,50,10,"[15, 13, 25]"
8994,8,13,120,4,"[19, 15, 11, 8, 7, 37, 38, 35, 6]"
8995,15,15,120,16,"[45, 58, 52]"
8996,10,13,120,21,"[27, 33, 37, 39, 75]"
8997,17,11,50,9,"[52, 48, 27, 32, 26]"
8998,10,5,50,5,"[26, 23]"
8999,22,5,50,21,"[67, 43, 26, 23, 13, 25, 28, 46, 69]"
9000,23,11,50,11,"[71, 40]"
9001,15,15,50,1,"[44, 40, 33, 35, 5]"
9002,10,11,50,11,[27]
9003,10,13,120,13,"[27, 33, 37]"
9004,22,1,50,1,"[69, 66, 74, 38, 35, 5]"
9005,23,5,50,9,"[71, 40, 31, 9, 13]"
9006,14,5,50,10,"[40, 31, 9, 13, 25]"
9007,13,13,120,10,"[38, 36, 32]"
9008,17,20,120,14,"[53, 59, 61, 57, 44]"
9009,10,5,50,21,"[26, 23, 13, 25, 28, 46, 69]"
9010,16,5,50,18,"[47, 19, 15, 12, 16, 20, 18]"
9011,8,13,120,6,"[19, 15, 11, 8, 7, 37, 38, 35, 6, 9, 12]"
9012,9,11,50,23,"[25, 27, 34, 42]"
9013,15,15,50,12,"[46, 69, 66, 74, 38]"
9014,10,5,50,5,"[26, 23]"
9015,7,15,50,15,"[18, 55, 49, 53, 57]"
9016,18,11,50,17,"[55, 48, 27, 32, 29, 49]"
9017,8,11,50,11,"[22, 48, 27]"
9018,16,20,120,20,"[50, 56]"
9019,10,1,50,4,"[26, 23, 11, 8, 5, 2, 6]"
9020,10,11,50,22,"[27, 34, 41, 46]"
9021,10,13,120,13,"[27, 33, 37]"
9022,13,13,120,10,"[38, 36, 32]"
9023,23,13,120,22,"[73, 74, 39, 75, 65]"
9024,10,15,50,19,"[28, 45]"
9025,14,13,120,21,"[42, 73, 74, 39, 75]"
9026,22,11,50,7,"[70, 71, 40, 32, 29, 50, 54]"
9027,14,11,50,17,"[40, 32, 29, 49]"
9028,10,13,120,13,"[27, 33, 37]"
9029,20,20,120,15,"[61, 57]"
9030,7,20,120,17,"[18, 56, 61, 58]"
9031,4,20,120,20,"[9, 12, 16, 20, 18, 56]"
9032,21,13,120,22,"[66, 74, 39, 75, 65]"
9033,16,15,50,17,"[49, 53, 57, 45, 58]"
9034,10,13,120,6,"[27, 33, 37, 38, 35, 6, 9, 12]"
9035,23,20,120,22,"[72, 68, 63]"
9036,10,15,50,15,[28]
9037,10,15,50,15,[28]
9038,12,11,50,11,[36]
9039,9,15,50,15,"[25, 28]"
9040,11,11,50,23,"[34, 42]"
9041,20,20,50,16,"[60, 55]"
9042,23,13,120,10,"[73, 74, 38, 36, 32]"
9043,10,11,50,11,[27]
9044,10,1,50,9,"[26, 23, 11, 8, 5, 2, 6, 9, 13]"
9045,8,5,50,19,"[19, 15, 12, 16, 22, 49, 53]"
9046,14,5,50,9,"[40, 31, 9, 13]"
9047,22,15,50,14,"[67, 44]"
9048,16,20,120,20,"[50, 56]"
9049,17,1,50,16,"[52, 47, 19, 14, 3, 1, 4, 16, 22]"
9050,22,15,50,10,"[67, 43]"
9051,10,20,120,14,"[29, 50, 56, 61, 57, 44]"
9052,8,13,120,16,"[19, 15, 11, 8, 7, 37, 38, 36, 32, 29]"
9053,10,11,50,14,"[27, 34]"
9054,9,5,50,10,"[23, 13, 25]"
9055,17,5,50,10,"[52, 47, 19, 15, 13, 25]"
9056,19,11,50,22,"[57, 44, 40, 34, 41, 46]"
9057,19,11,50,8,"[57, 44, 40, 32, 29, 47]"
9058,22,5,50,14,"[67, 43, 26, 23, 11, 10, 34]"
9059,9,11,50,6,"[25, 27, 31, 9, 12]"
9060,11,11,120,14,[34]
9061,10,15,50,12,"[28, 46, 69, 66, 74, 38]"
9062,23,20,120,9,"[72, 68, 60, 55, 48, 26]"
9063,23,13,120,13,"[73, 74]"
9064,10,1,50,1,"[26, 23, 11, 8, 5]"
9065,22,20,120,21,"[68, 62]"
9066,17,1,50,24,"[52, 47, 19, 14, 3, 2, 7, 37, 39]"
9067,22,13,120,10,"[69, 66, 74, 38, 36, 32]"
9068,19,15,50,10,"[57, 43]"
9069,13,13,50,10,"[38, 36, 32]"
9070,16,13,120,10,"[48, 27, 33, 37, 38, 36, 32]"
9071,11,11,120,6,"[31, 9, 12]"
9072,23,11,50,22,"[71, 40, 34, 41, 46]"
9073,8,20,120,10,"[20, 18, 56, 60, 55, 48]"
9074,8,5,50,2,"[19, 15, 12, 14]"
9075,22,15,50,15,[67]
9076,8,13,120,16,"[19, 15, 11, 8, 7, 37, 38, 36, 32, 29]"
9077,17,20,120,20,"[53, 59]"
9078,22,13,120,9,"[69, 66, 74, 38, 36, 32, 26]"
9079,12,5,50,16,"[35, 6, 9, 12, 16, 22]"
9080,19,15,50,22,"[57, 46]"
9081,23,11,50,17,"[71, 40, 32, 29, 49]"
9082,10,15,50,15,[28]
9083,17,11,50,10,"[52, 48, 27, 32]"
9084,11,11,120,12,[33]
9085,9,5,50,16,"[23, 12, 16, 22]"
9086,6,1,50,1,"[14, 3]"
9087,10,5,50,17,"[26, 23, 12, 16, 22, 49]"
9088,10,20,120,17,"[29, 50, 56, 61, 58]"
9089,24,11,50,23,"[76, 71, 40, 34, 42]"
9090,21,13,120,8,"[66, 74, 38, 35, 6, 9, 12, 16]"
9091,14,1,50,17,"[40, 33, 35, 5, 1, 4, 16, 22, 49]"
9092,14,13,120,10,"[42, 73, 74, 38, 36, 32]"
9093,9,20,120,7,"[25, 29, 50, 56, 60, 54]"
9094,19,5,50,10,"[58, 52, 47, 19, 15, 13, 25]"
9095,11,11,50,10,[32]
9096,9,5,50,16,"[23, 12, 16, 22]"
9097,10,5,50,18,"[26, 23, 12, 16, 20, 18]"
9098,20,20,50,24,"[62, 66]"
9099,20,20,50,10,"[60, 55, 48]"
9100,23,5,50,10,"[71, 40, 31, 9, 13, 25]"
9101,14,11,50,16,"[40, 32, 29]"
9102,10,13,120,22,"[27, 33, 37, 39, 75, 65]"
9103,4,5,50,8,"[9, 12, 16]"
9104,13,13,120,12,[38]
9105,14,11,50,9,"[40, 32, 26]"
9106,5,5,120,1,"[11, 8, 5]"
9107,24,20,120,16,"[75, 64, 60, 55]"
9108,22,11,50,23,"[70, 71, 40, 34, 42]"
9109,15,15,50,22,[46]
9110,12,13,120,13,[37]
9111,19,20,120,20,[59]
9112,23,5,50,22,"[71, 40, 31, 9, 13, 25, 28, 46]"
9113,17,15,50,15,"[53, 57]"
9114,7,1,50,10,"[17, 19, 14, 3, 2, 6, 9, 13, 25]"
9115,11,11,50,21,"[34, 42, 73, 75]"
9116,7,15,50,16,"[18, 55, 49, 53, 57, 45, 58, 52]"
9117,22,20,120,21,"[68, 62]"
9118,17,5,50,8,"[52, 47, 19, 15, 12, 16]"
9119,13,13,120,2,"[38, 35, 5, 1]"
9120,20,20,50,9,"[60, 55, 48, 26]"
9121,8,5,50,16,"[19, 15, 12, 16, 22]"
9122,15,15,50,10,[43]
9123,11,11,120,10,[32]
9124,19,20,120,20,[59]
9125,10,13,120,17,"[27, 33, 37, 39, 75, 65, 67, 45, 58]"
9126,22,11,50,11,"[70, 71, 40]"
9127,10,5,50,2,"[26, 23, 12, 14]"
9128,10,15,50,15,[28]
9129,16,13,120,7,"[48, 27, 33, 37, 39, 75, 64, 60, 54]"
9130,21,13,120,10,"[66, 74, 38, 36, 32]"
9131,10,1,50,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
9132,2,11,50,16,"[4, 15, 11, 10, 32, 29]"
9133,10,1,50,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
9134,13,13,120,20,"[39, 75, 64]"
9135,14,20,120,24,"[41, 45, 59, 62, 66]"
9136,16,20,120,20,"[50, 56]"
9137,8,20,120,10,"[20, 18, 56, 60, 55, 48]"
9138,24,5,50,23,"[74, 38, 35, 6, 9, 11, 10, 34, 42]"
9139,8,11,50,11,"[22, 48, 27]"
10365,15,15,120,17,"[45, 58]"
10366,8,1,50,16,"[19, 14, 3, 1, 4, 16, 22]"
10367,11,11,50,14,[34]
10368,10,11,120,11,[27]
10369,14,11,120,11,[40]
10370,11,11,50,12,[33]
10371,12,20,50,10,"[37, 39, 75, 64, 60, 55, 48]"
10372,15,15,50,17,"[45, 58]"
10373,1,1,50,16,"[1, 4, 16, 22]"
10374,7,13,50,11,"[18, 56, 62, 66, 74, 38, 36]"
10375,23,1,50,21,"[73, 74, 38, 35, 5, 2, 7, 37, 39, 75]"
10376,6,1,50,7,"[14, 3, 1, 4, 16, 20]"
10377,8,5,120,23,"[19, 15, 11, 10, 34, 42]"
10378,20,20,50,22,[63]
10379,10,11,120,11,[27]
10380,15,15,50,22,[46]
10381,2,11,120,16,"[4, 15, 11, 10, 32, 29]"
10382,19,15,120,15,[57]
10383,20,20,50,22,[63]
10384,10,1,50,12,"[26, 23, 11, 8, 5, 2, 7]"
10385,22,11,120,21,"[70, 71, 40, 34, 42, 73, 75]"
10386,13,13,50,20,"[39, 75, 64]"
10387,14,15,120,2,"[41, 45, 58, 52, 47, 19, 14]"
10388,20,20,120,9,"[60, 55, 48, 26]"
10389,1,1,120,7,"[1, 4, 16, 20]"
10390,10,15,120,15,[28]
10391,16,11,50,12,"[48, 27, 33]"
10392,22,1,50,19,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22, 49, 53]"
10393,4,15,120,23,"[10, 34, 41, 46, 70]"
10394,10,11,120,11,[27]
10395,24,11,120,11,"[76, 71, 40]"
10396,16,1,50,13,"[47, 19, 14, 3, 2, 7, 37]"
10397,9,13,50,10,"[25, 27, 33, 37, 38, 36, 32]"
10398,8,20,50,7,"[20, 18, 56, 60, 54]"
10399,10,11,120,11,[27]
10400,10,11,120,11,[27]
10401,20,20,50,8,"[60, 54, 17]"
10402,22,5,120,19,"[67, 43, 26, 23, 12, 16, 22, 49, 53]"
10403,1,1,120,15,"[2, 7, 37, 39, 75, 65, 67]"
10404,2,11,120,8,"[4, 15, 11, 10, 32, 29, 47]"
10405,12,20,50,14,"[37, 39, 75, 64, 61, 57, 44]"
10406,24,11,120,11,"[76, 71, 40]"
10407,20,20,120,8,"[60, 54, 17]"
10408,10,5,120,17,"[26, 23, 12, 16, 22, 49]"
10409,10,1,50,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
10410,9,5,120,5,[23]
10411,10,1,50,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
10412,14,20,50,20,"[41, 45, 59]"
10413,8,11,120,2,"[22, 48, 27, 31, 9, 12, 14]"
10414,10,11,120,11,[27]
10415,1,1,50,15,"[2, 7, 37, 39, 75, 65, 67]"
10416,23,13,50,13,"[73, 74]"
10417,24,20,50,14,"[75, 64, 61, 57, 44]"
10418,9,1,50,12,"[23, 11, 8, 5, 2, 7]"
10419,10,11,120,11,[27]
10420,10,11,120,11,[27]
10421,8,13,50,6,"[19, 15, 11, 8, 7, 37, 38, 35, 6, 9, 12]"
10422,12,13,50,10,"[37, 38, 36, 32]"
10423,21,15,120,10,"[65, 67, 43]"
10424,22,11,120,23,"[70, 71, 40, 34, 42]"
10425,9,15,120,15,"[25, 28]"
10426,10,11,120,11,[27]
10427,20,20,50,17,"[61, 58]"
10428,10,1,50,17,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49]"
10429,11,11,120,23,"[34, 42]"
10430,1,1,50,8,"[1, 4, 16]"
10431,10,11,120,11,[27]
10432,24,20,50,20,"[75, 64]"
10433,15,15,120,8,"[45, 58, 52, 47]"
10434,16,15,120,8,"[49, 53, 57, 45, 58, 52, 47]"
10435,14,11,120,11,[40]
10436,10,11,120,11,[27]
10437,11,11,50,18,"[32, 29, 50]"
10438,18,5,120,17,"[54, 17, 19, 15, 12, 16, 22, 49]"
10439,23,1,50,22,"[73, 74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
10440,23,20,50,21,"[72, 68, 62]"
10441,17,5,120,10,"[52, 47, 19, 15, 13, 25]"
10442,15,15,50,12,"[46, 69, 66, 74, 38]"
10443,10,11,120,9,"[27, 32, 26]"
10444,17,11,120,19,"[52, 48, 27, 34, 41, 45]"
10445,12,20,50,18,"[37, 39, 75, 64, 60]"
10446,10,11,120,11,[27]
10447,20,20,120,21,[62]
10448,13,13,50,16,"[38, 36, 32, 29]"
10449,24,11,120,12,"[76, 71, 40, 33]"
10450,10,15,120,19,"[28, 45]"
10451,15,15,50,10,[43]
10452,11,11,50,19,"[34, 41, 45]"
10453,10,15,120,22,"[28, 46]"
10454,22,15,120,12,"[67, 46, 69, 66, 74, 38]"
10455,9,15,120,21,"[25, 28, 46, 69]"
10456,10,13,50,9,"[27, 33, 37, 38, 36, 32, 26]"
10457,14,11,120,12,"[40, 33]"
10458,6,15,120,4,"[16, 22, 49, 53, 57, 44, 40, 31]"
10459,12,1,50,24,"[35, 5, 2, 7, 37, 39]"
10460,1,1,50,14,"[2, 7, 36, 34]"
10461,13,13,120,6,"[38, 35, 6, 9, 12]"
10462,6,11,120,16,"[15, 11, 10, 32, 29]"
10463,10,13,50,24,"[27, 33, 37, 39]"
10464,10,11,120,11,[27]
10465,10,11,120,11,[27]
10466,12,15,120,15,"[37, 39, 75, 65, 67]"
10467,11,11,50,10,[32]
10468,9,13,50,4,"[25, 27, 33, 37, 38, 35, 6]"
10469,21,15,120,4,"[65, 67, 44, 40, 31]"
10470,10,11,120,11,[27]
10471,5,5,50,13,"[11, 8, 7, 37]"
10472,13,13,50,12,[38]
10473,18,11,50,10,"[55, 48, 27, 32]"
10474,10,11,120,11,[27]
10475,10,13,50,8,"[27, 33, 37, 38, 35, 6, 9, 12, 16]"
10476,4,13,50,10,"[8, 7, 37, 38, 36, 32]"
10477,10,11,120,11,[27]
10478,16,15,120,10,"[49, 53, 57, 43]"
10479,10,11,120,11,[27]
10480,16,13,50,10,"[48, 27, 33, 37, 38, 36, 32]"
10481,19,15,120,10,"[57, 43]"
10482,4,11,120,11,[10]
10483,10,11,120,11,[27]
10484,6,20,50,2,"[16, 20, 18, 56, 60, 54, 17, 19, 14]"
10485,10,11,120,11,[27]
10486,24,13,50,13,[74]
10487,16,11,120,17,"[48, 27, 32, 29, 49]"
10488,1,1,120,4,"[2, 6]"
10489,10,11,120,11,[27]
10490,16,1,50,13,"[47, 19, 14, 3, 2, 7, 37]"
10491,20,20,120,18,[60]
10492,19,20,50,20,[59]
10493,22,5,120,5,"[67, 43, 26, 23]"
10494,22,20,50,20,[68]
10495,16,20,50,4,"[50, 56, 60, 54, 17, 19, 15, 11]"
10496,14,20,50,22,"[41, 45, 59, 63]"
10497,14,1,50,16,"[40, 33, 35, 5, 1, 4, 16, 22]"
10498,10,11,120,16,"[27, 32, 29]"
10499,9,11,120,10,"[25, 27, 32]"
10500,19,20,50,23,"[59, 63, 70]"
10501,21,11,120,7,"[66, 76, 71, 40, 32, 29, 50, 54]"
10502,14,13,50,8,"[42, 73, 74, 38, 35, 6, 9, 12, 16]"
10503,21,20,50,10,"[64, 60, 55, 48]"
10504,22,1,50,10,"[69, 66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
10505,11,11,120,8,"[31, 9, 12, 16]"
10506,10,11,120,11,[27]
10507,10,11,120,11,[27]
10508,23,15,120,21,"[72, 67, 46, 69]"
10509,10,13,50,23,"[27, 33, 37, 39, 76]"
10510,12,20,50,16,"[37, 39, 75, 64, 60, 55]"
10511,10,15,120,17,"[28, 45, 58]"
10512,17,5,120,8,"[52, 47, 19, 15, 12, 16]"
10513,19,20,50,22,"[59, 63]"
10514,17,13,50,14,"[53, 57, 46, 69, 66, 74, 39, 76, 71]"
10515,22,11,120,12,"[70, 71, 40, 33]"
10516,15,15,120,10,[43]
10517,19,1,50,12,"[58, 52, 47, 19, 14, 3, 2, 7]"
10518,6,13,50,13,"[15, 11, 8, 7, 37]"
10519,10,11,120,11,[27]
10520,10,5,120,19,"[26, 23, 12, 16, 22, 49, 53]"
10521,4,13,50,8,"[8, 7, 37, 38, 35, 6, 9, 12, 16]"
10522,10,11,120,11,[27]
10523,23,11,120,22,"[71, 40, 34, 41, 46]"
10524,23,1,50,12,"[73, 74, 38, 35, 5, 2, 7]"
10525,19,11,120,18,"[57, 44, 40, 32, 29, 50]"
10526,10,11,120,11,[27]
10527,10,11,120,11,[27]
10528,19,20,50,8,"[59, 60, 54, 17]"
10529,6,5,120,8,"[15, 12, 16]"
10530,17,20,50,20,"[53, 59]"
10531,10,11,120,12,"[27, 33]"
10532,22,11,120,10,"[70, 71, 40, 32]"
10533,10,15,120,16,"[28, 45, 58, 52]"
10534,10,11,120,11,[27]
10535,15,15,120,20,"[45, 59]"
10536,13,13,120,17,"[39, 75, 65, 67, 45, 58]"
10537,15,15,120,12,"[46, 69, 66, 74, 38]"
10538,10,20,50,9,"[29, 50, 56, 60, 55, 48, 26]"
10539,10,1,50,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
10540,17,20,50,20,"[53, 59]"
10541,17,20,50,10,"[53, 59, 60, 55, 48]"
10542,11,11,50,4,[31]
10543,1,1,50,20,"[1, 4, 16, 20, 18, 56]"
10544,10,11,120,11,[27]
10545,10,11,120,11,[27]
10546,11,11,50,13,"[33, 37]"
10547,13,13,120,8,"[38, 35, 6, 9, 12, 16]"
10548,16,1,50,23,"[47, 19, 14, 3, 2, 7, 37, 39, 76]"
10549,10,11,120,11,[27]
10550,12,13,50,13,[37]
10551,10,11,120,11,[27]
10552,16,1,50,19,"[47, 19, 14, 3, 1, 4, 16, 22, 49, 53]"
10553,17,20,50,21,"[53, 59, 62]"
10554,10,11,120,11,[27]
10555,16,1,50,7,"[47, 19, 14, 3, 1, 4, 16, 20]"
10556,11,11,50,9,"[32, 26]"
10557,10,11,120,11,[27]
10558,10,11,120,12,"[27, 33]"
10559,21,15,120,22,"[65, 67, 46]"
10560,6,1,50,12,"[14, 3, 2, 7]"
10561,11,11,50,16,"[32, 29]"
10562,16,5,120,8,"[47, 19, 15, 12, 16]"
10563,17,5,120,4,"[52, 47, 19, 15, 11]"
10564,11,11,50,10,[32]
10565,10,11,120,11,[27]
10566,10,13,50,13,"[27, 33, 37]"
10567,12,11,120,16,"[36, 32, 29]"
10568,22,1,50,8,"[69, 66, 74, 38, 35, 5, 1, 4, 16]"
10569,15,15,50,23,"[46, 70]"
10570,6,1,50,22,"[14, 3, 2, 7, 37, 39, 75, 65]"
10571,8,15,120,10,"[22, 49, 53, 57, 43]"
10572,10,13,50,16,"[27, 33, 37, 38, 36, 32, 29]"
10573,11,11,120,22,"[34, 41, 46]"
10574,11,11,120,13,"[33, 37]"
10575,1,1,120,15,"[2, 7, 37, 39, 75, 65, 67]"
10576,10,11,120,11,[27]
10577,14,13,50,22,"[42, 73, 74, 39, 75, 65]"
10578,1,1,120,19,"[1, 4, 16, 22, 49, 53]"
10579,19,20,50,20,[59]
10580,24,1,50,23,"[74, 38, 35, 5, 2, 7, 37, 39, 76]"
10581,16,1,50,12,"[47, 19, 14, 3, 2, 7]"
10582,7,11,120,22,"[18, 55, 48, 27, 34, 41, 46]"
10583,14,15,120,15,[41]
10584,16,20,50,20,"[50, 56]"
10585,9,1,50,4,"[23, 11, 8, 5, 2, 6]"
10586,7,15,120,12,"[18, 55, 49, 53, 57, 46, 69, 66, 74, 38]"
10587,17,20,50,20,"[53, 59]"
10588,18,15,120,17,"[55, 49, 53, 57, 45, 58]"
10589,8,11,120,17,"[22, 48, 27, 32, 29, 49]"
12102,14,5,120,9,"[40, 31, 9, 13]"
12103,4,20,120,16,"[9, 12, 16, 20, 18, 56, 60, 55]"
12104,23,1,120,14,"[73, 74, 38, 35, 5, 2, 7, 36, 34]"
12105,12,11,120,17,"[36, 32, 29, 49]"
12106,9,20,120,10,"[25, 29, 50, 56, 60, 55, 48]"
12107,8,11,50,16,"[22, 48, 27, 32, 29]"
12108,20,20,120,16,"[60, 55]"
12109,22,20,120,20,[68]
12110,24,1,120,10,"[74, 38, 35, 5, 2, 6, 9, 13, 25]"
12111,10,15,50,21,"[28, 46, 69]"
12112,8,20,120,20,"[20, 18, 56]"
12113,15,15,50,23,"[46, 70]"
12114,13,13,120,16,"[38, 36, 32, 29]"
12115,20,20,50,8,"[60, 54, 17]"
12116,10,5,120,9,"[26, 23, 13]"
12117,5,5,120,4,[11]
12118,22,13,50,8,"[69, 66, 74, 38, 35, 6, 9, 12, 16]"
12119,2,5,120,8,"[4, 15, 12, 16]"
12120,17,15,50,15,"[53, 57]"
12121,20,20,50,19,[61]
12122,16,13,50,22,"[48, 27, 33, 37, 39, 75, 65]"
12123,6,15,50,16,"[16, 22, 49, 53, 57, 45, 58, 52]"
12124,17,1,120,2,"[52, 47, 19, 14, 3, 1]"
12125,14,15,50,8,"[41, 45, 58, 52, 47]"
12126,8,15,50,10,"[22, 49, 53, 57, 43]"
12127,16,1,120,10,"[47, 19, 14, 3, 2, 6, 9, 13, 25]"
12128,11,11,50,19,"[34, 41, 45]"
12129,15,15,120,1,"[44, 40, 31, 8, 5]"
12130,11,11,50,15,"[34, 41]"
12131,5,5,50,17,"[12, 16, 22, 49]"
12132,16,20,120,20,"[50, 56]"
12133,17,20,120,20,"[53, 59]"
12134,17,15,50,10,"[53, 57, 43]"
12135,22,1,120,12,"[69, 66, 74, 38, 35, 5, 2, 7]"
12136,9,20,120,8,"[25, 29, 50, 56, 60, 54, 17]"
12137,9,5,120,20,"[23, 12, 16, 20, 18, 56]"
12138,16,15,50,15,"[49, 53, 57]"
12139,16,20,120,7,"[50, 56, 60, 54]"
12140,19,20,120,20,[59]
12141,17,13,50,13,"[53, 57, 46, 69, 66, 74]"
12142,8,20,120,17,"[20, 18, 56, 61, 58]"
12143,23,11,120,16,"[71, 40, 32, 29]"
12144,16,15,50,19,"[49, 53, 57, 45]"
12145,3,11,120,11,"[7, 36]"
12146,6,11,120,10,"[15, 11, 10, 32]"
12147,16,5,120,13,"[47, 19, 15, 11, 8, 7, 37]"
12148,19,13,50,10,"[57, 46, 69, 66, 74, 38, 36, 32]"
12149,24,15,50,17,"[75, 65, 67, 45, 58]"
12150,1,1,50,14,"[2, 7, 36, 34]"
12151,14,1,120,4,"[40, 31, 8, 5, 2, 6]"
12152,22,13,50,24,"[69, 66, 74, 39]"
12153,24,1,120,22,"[74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
12154,24,11,120,11,"[76, 71, 40]"
12155,15,15,120,20,"[45, 59]"
12156,16,1,120,1,"[47, 19, 14, 3]"
12157,23,5,120,10,"[71, 40, 31, 9, 13, 25]"
12158,19,5,120,16,"[58, 52, 47, 19, 15, 12, 16, 22]"
12159,9,13,50,10,"[25, 27, 33, 37, 38, 36, 32]"
12160,2,1,120,10,"[3, 2, 6, 9, 13, 25]"
12161,17,20,120,24,"[53, 59, 62, 66]"
12162,2,5,120,8,"[4, 15, 12, 16]"
12163,6,1,120,12,"[14, 3, 2, 7]"
12164,15,15,120,17,"[45, 58]"
12165,17,20,120,10,"[53, 59, 60, 55, 48]"
12166,7,20,120,19,"[18, 56, 61]"
12167,22,13,50,13,"[69, 66, 74]"
12168,20,20,120,10,"[60, 55, 48]"
