id,origin,cs,power,destination,path
23269,20,20,50,10,"[60, 55, 48]"
23270,16,15,120,10,"[49, 53, 57, 43]"
23271,19,1,120,1,"[58, 52, 47, 19, 14, 3]"
23272,22,1,120,21,"[69, 66, 74, 38, 35, 5, 2, 7, 37, 39, 75]"
23273,21,11,50,12,"[66, 76, 71, 40, 33]"
23274,18,5,120,17,"[54, 17, 19, 15, 12, 16, 22, 49]"
23275,8,13,120,13,"[19, 15, 11, 8, 7, 37]"
23276,17,20,50,16,"[53, 59, 60, 55]"
23277,22,20,50,20,[68]
23278,19,20,50,10,"[59, 60, 55, 48]"
23279,15,15,120,8,"[45, 58, 52, 47]"
23280,7,13,120,13,"[18, 56, 62, 66, 74]"
23281,16,20,50,20,"[50, 56]"
23282,7,15,120,8,"[18, 55, 49, 53, 57, 45, 58, 52, 47]"
23283,17,1,120,19,"[52, 47, 19, 14, 3, 1, 4, 16, 22, 49, 53]"
23284,22,1,120,10,"[69, 66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
23285,12,11,50,11,[36]
23286,23,11,50,22,"[71, 40, 34, 41, 46]"
23287,10,1,120,1,"[26, 23, 11, 8, 5]"
23288,1,1,50,10,"[2, 6, 9, 13, 25]"
23289,15,15,50,22,[46]
23290,11,11,120,13,"[33, 37]"
23291,8,11,50,17,"[22, 48, 27, 32, 29, 49]"
23292,11,11,120,12,[33]
23293,6,13,120,17,"[15, 11, 8, 7, 37, 39, 75, 65, 67, 45, 58]"
23294,12,15,120,16,"[37, 39, 75, 65, 67, 45, 58, 52]"
23295,23,5,120,22,"[71, 40, 31, 9, 13, 25, 28, 46]"
23296,9,15,120,10,"[25, 28, 43]"
23297,10,15,120,15,[28]
23298,13,13,120,10,"[38, 36, 32]"
23299,22,11,50,11,"[70, 71, 40]"
23300,23,11,50,10,"[71, 40, 32]"
23301,24,15,120,15,"[75, 65, 67]"
23302,15,15,120,10,[43]
24520,13,13,50,21,"[39, 75]"
24521,20,20,120,10,"[60, 55, 48]"
24522,12,20,120,19,"[37, 39, 75, 64, 61]"
24523,18,11,120,19,"[55, 48, 27, 34, 41, 45]"
24524,11,11,120,22,"[34, 41, 46]"
24525,11,11,50,23,"[34, 42]"
24526,24,13,50,23,"[74, 39, 76]"
24527,16,13,50,10,"[48, 27, 33, 37, 38, 36, 32]"
24528,8,1,120,12,"[19, 14, 3, 2, 7]"
24529,21,11,120,23,"[66, 76, 71, 40, 34, 42]"
24530,17,20,120,16,"[53, 59, 60, 55]"
24531,13,13,50,9,"[38, 36, 32, 26]"
24532,24,5,120,12,"[74, 38, 35, 6, 9, 11, 8, 7]"
24533,16,1,120,10,"[47, 19, 14, 3, 2, 6, 9, 13, 25]"
24534,15,15,50,16,"[45, 58, 52]"
24535,16,13,50,4,"[48, 27, 33, 37, 38, 35, 6]"
24536,10,15,50,17,"[28, 45, 58]"
24537,16,5,120,17,"[47, 19, 15, 12, 16, 22, 49]"
24538,10,13,50,12,"[27, 33, 37, 38]"
24539,22,1,120,8,"[69, 66, 74, 38, 35, 5, 1, 4, 16]"
24540,10,15,50,17,"[28, 45, 58]"
24541,16,11,50,8,"[48, 27, 32, 29, 47]"
24542,20,20,120,22,[63]
24543,10,5,120,20,"[26, 23, 12, 16, 20, 18, 56]"
24544,8,1,120,10,"[19, 14, 3, 2, 6, 9, 13, 25]"
24545,13,13,50,12,[38]
24546,17,5,120,8,"[52, 47, 19, 15, 12, 16]"
24547,21,1,120,10,"[66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
24548,16,11,50,19,"[48, 27, 34, 41, 45]"
24549,7,20,120,17,"[18, 56, 61, 58]"
24550,4,13,50,13,"[8, 7, 37]"
24551,21,1,120,22,"[66, 74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
24552,22,5,120,12,"[67, 43, 26, 23, 11, 8, 7]"
24553,10,11,120,12,"[27, 33]"
24554,23,15,50,15,"[72, 67]"
24555,10,5,120,9,"[26, 23, 13]"
24556,15,15,50,16,"[45, 58, 52]"
24557,22,1,120,4,"[69, 66, 74, 38, 35, 5, 2, 6]"
24558,24,11,120,14,"[76, 71, 40, 34]"
24559,20,20,50,10,"[60, 55, 48]"
24560,22,15,50,15,[67]
24561,9,5,120,7,"[23, 12, 16, 20]"
24562,14,5,120,22,"[40, 31, 9, 13, 25, 28, 46]"
24563,5,5,120,9,[13]
24564,14,11,120,11,[40]
24565,14,13,50,22,"[42, 73, 74, 39, 75, 65]"
24566,12,20,120,4,"[37, 39, 75, 64, 60, 54, 17, 19, 15, 11]"
24567,8,1,120,17,"[19, 14, 3, 1, 4, 16, 22, 49]"
24568,10,1,120,18,"[26, 23, 11, 8, 5, 1, 4, 16, 20, 18]"
24569,13,13,50,20,"[39, 75, 64]"
24570,13,13,120,8,"[38, 35, 6, 9, 12, 16]"
24571,1,1,120,13,"[2, 7, 37]"
24572,22,11,120,11,"[67, 44, 40]"
24573,20,20,120,22,[63]
24574,19,15,50,15,[57]
24575,17,1,120,16,"[52, 47, 19, 14, 3, 1, 4, 16, 22]"
24576,15,15,120,21,"[46, 69]"
24577,15,15,50,14,[44]
24578,23,20,120,10,"[72, 68, 60, 55, 48]"
24579,16,11,120,22,"[48, 27, 34, 41, 46]"
24580,1,1,120,7,"[1, 4, 16, 20]"
24581,10,1,120,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
24582,22,20,120,20,[68]
24583,20,20,50,10,"[60, 55, 48]"
24584,19,11,120,10,"[57, 44, 40, 32]"
24585,10,5,120,14,"[26, 23, 11, 10, 34]"
24586,15,15,50,20,"[45, 59]"
24587,6,20,120,12,"[16, 20, 18, 56, 62, 66, 74, 38]"
24588,11,11,50,3,"[33, 35]"
24589,14,11,120,11,[40]
24590,12,1,120,4,"[35, 5, 2, 6]"
24591,13,13,120,4,"[38, 35, 6]"
24592,19,15,50,22,"[57, 46]"
24593,11,11,120,16,"[32, 29]"
24594,20,20,120,22,[63]
24595,21,11,120,22,"[66, 76, 71, 40, 34, 41, 46]"
24596,20,20,50,10,"[60, 55, 48]"
24597,22,11,120,23,"[67, 44, 40, 34, 42]"
24598,11,11,120,12,[33]
24599,8,20,120,16,"[20, 18, 56, 60, 55]"
24600,2,11,120,6,"[4, 15, 11, 10, 31, 9, 12]"
24601,23,15,50,22,"[72, 67, 46]"
24602,13,13,120,16,"[38, 36, 32, 29]"
24603,13,13,120,23,"[39, 76]"
24604,7,1,120,19,"[17, 19, 14, 3, 1, 4, 16, 22, 49, 53]"
24605,10,1,120,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
24606,8,5,120,17,"[19, 15, 12, 16, 22, 49]"
24607,18,5,120,17,"[54, 17, 19, 15, 12, 16, 22, 49]"
24608,10,20,120,16,"[29, 50, 56, 60, 55]"
24609,16,5,120,21,"[47, 19, 15, 13, 25, 28, 46, 69]"
24610,10,1,120,6,"[26, 23, 11, 8, 5, 1, 4]"
24611,11,11,120,14,[34]
24612,24,1,120,23,"[74, 38, 35, 5, 2, 7, 37, 39, 76]"
24613,11,11,50,10,[32]
24614,13,13,50,14,"[39, 76, 71]"
24615,17,11,120,9,"[52, 48, 27, 32, 26]"
24616,20,20,50,17,"[61, 58]"
24617,17,13,50,10,"[53, 57, 46, 69, 66, 74, 38, 36, 32]"
24618,13,13,120,16,"[38, 36, 32, 29]"
24619,21,1,120,9,"[66, 74, 38, 35, 5, 2, 6, 9, 13]"
24620,23,11,120,11,"[71, 40]"
24621,17,15,50,23,"[53, 57, 46, 70]"
24622,23,20,120,10,"[72, 68, 60, 55, 48]"
24623,8,1,120,4,"[19, 14, 3, 2, 6]"
24624,9,11,120,20,"[25, 27, 32, 29, 50, 56]"
24625,6,5,120,2,"[15, 12, 14]"
24626,11,11,50,14,[34]
24627,7,20,120,10,"[18, 56, 60, 55, 48]"
24628,4,1,120,14,"[8, 5, 2, 7, 36, 34]"
24629,4,11,120,11,[10]
24630,8,1,120,1,"[19, 14, 3]"
24631,17,1,120,7,"[52, 47, 19, 14, 3, 1, 4, 16, 20]"
24632,19,13,50,16,"[57, 46, 69, 66, 74, 38, 36, 32, 29]"
24633,17,1,120,24,"[52, 47, 19, 14, 3, 2, 7, 37, 39]"
24634,9,20,50,21,"[25, 29, 50, 56, 62]"
24635,4,15,50,23,"[10, 34, 41, 46, 70]"
24636,15,15,120,21,"[46, 69]"
24637,15,15,50,14,[44]
24638,19,20,120,20,[59]
24639,16,15,50,18,"[49, 53, 57, 45, 58, 52, 50]"
24640,15,15,120,4,"[44, 40, 31]"
24641,11,11,50,23,"[34, 42]"
24642,10,11,120,11,[27]
24643,24,1,120,16,"[74, 38, 35, 5, 1, 4, 16, 22]"
24644,14,11,120,8,"[40, 32, 29, 47]"
24645,15,15,120,9,"[43, 26]"
24646,10,1,120,23,"[26, 23, 11, 8, 5, 2, 7, 37, 39, 76]"
24647,1,1,120,8,"[1, 4, 16]"
24648,11,11,50,20,"[32, 29, 50, 56]"
24649,13,13,120,1,"[38, 35, 5]"
24650,4,11,120,11,[10]
24651,17,11,50,12,"[52, 48, 27, 33]"
24652,8,11,50,7,"[22, 48, 27, 32, 29, 50, 54]"
24653,9,20,120,17,"[25, 29, 50, 56, 61, 58]"
24654,17,15,50,10,"[53, 57, 43]"
24655,9,20,120,17,"[25, 29, 50, 56, 61, 58]"
24656,9,11,120,11,"[25, 27]"
24657,9,5,120,4,"[23, 11]"
24658,7,20,120,8,"[18, 56, 60, 54, 17]"
24659,23,13,50,13,"[73, 74]"
24660,14,1,120,19,"[40, 33, 35, 5, 1, 4, 16, 22, 49, 53]"
24661,10,15,50,15,[28]
24662,11,11,50,15,"[34, 41]"
24663,24,11,120,11,"[76, 71, 40]"
24664,1,1,50,16,"[1, 4, 16, 22]"
24665,15,15,50,16,"[45, 58, 52]"
24666,24,1,120,22,"[74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
24667,12,20,120,16,"[37, 39, 75, 64, 60, 55]"
24668,7,15,50,10,"[18, 55, 49, 53, 57, 43]"
24669,15,15,50,1,"[44, 40, 31, 8, 5]"
24670,19,20,120,22,"[59, 63]"
24671,17,1,120,16,"[52, 47, 19, 14, 3, 1, 4, 16, 22]"
24672,22,20,120,20,[68]
24673,10,5,120,16,"[26, 23, 12, 16, 22]"
24674,10,1,120,14,"[26, 23, 11, 8, 5, 2, 7, 36, 34]"
24675,6,13,50,4,"[15, 11, 8, 7, 37, 38, 35, 6]"
24676,10,15,50,15,[28]
24677,14,20,120,23,"[41, 45, 59, 63, 70]"
24678,23,11,120,11,"[71, 40]"
24679,24,11,120,23,"[76, 71, 40, 34, 42]"
24680,10,15,50,15,[28]
24681,19,13,50,10,"[57, 46, 69, 66, 74, 38, 36, 32]"
24682,17,15,50,16,"[53, 57, 45, 58, 52]"
24683,16,20,120,23,"[50, 56, 63, 70]"
24684,4,15,50,9,"[10, 34, 41, 43, 26]"
24685,8,20,120,20,"[20, 18, 56]"
24686,7,13,50,12,"[18, 56, 62, 66, 74, 38]"
24687,24,13,50,13,[74]
24688,10,13,50,22,"[27, 33, 37, 39, 75, 65]"
24689,1,1,120,13,"[2, 7, 37]"
24690,11,11,120,10,[32]
24691,22,13,50,9,"[69, 66, 74, 38, 36, 32, 26]"
24692,22,20,120,20,[68]
24693,11,11,50,12,[33]
24694,10,5,120,9,"[26, 23, 13]"
24695,11,11,120,8,"[31, 9, 12, 16]"
24696,11,11,50,9,"[32, 26]"
24697,16,20,120,24,"[50, 56, 62, 66]"
24698,12,13,50,14,"[37, 39, 76, 71]"
24699,23,1,120,12,"[73, 74, 38, 35, 5, 2, 7]"
24700,8,13,50,22,"[19, 15, 11, 8, 7, 37, 39, 75, 65]"
24701,14,1,120,4,"[40, 33, 35, 5, 2, 6]"
24702,12,11,120,8,"[36, 32, 29, 47]"
24703,10,1,120,19,"[26, 23, 11, 8, 5, 1, 4, 16, 22, 49, 53]"
24704,17,1,120,12,"[52, 47, 19, 14, 3, 2, 7]"
24705,5,5,120,9,[13]
24706,11,11,120,22,"[34, 41, 46]"
24707,13,13,120,8,"[38, 35, 6, 9, 12, 16]"
24708,16,20,120,10,"[50, 56, 60, 55, 48]"
24709,17,1,120,10,"[52, 47, 19, 14, 3, 2, 6, 9, 13, 25]"
24710,23,13,50,13,"[73, 74]"
24711,17,20,120,11,"[53, 59, 60, 55, 48, 27]"
24712,10,5,120,20,"[26, 23, 12, 16, 20, 18, 56]"
24713,22,20,120,20,[68]
24714,17,1,120,16,"[52, 47, 19, 14, 3, 1, 4, 16, 22]"
24715,6,1,120,1,"[14, 3]"
24716,20,20,120,11,"[61, 57, 44, 40]"
24717,22,11,120,23,"[67, 44, 40, 34, 42]"
24718,17,13,50,21,"[53, 57, 46, 69, 66, 74, 39, 75]"
24719,10,11,120,17,"[27, 32, 29, 49]"
24720,21,20,120,12,"[64, 62, 66, 74, 38]"
24721,10,13,50,17,"[27, 33, 37, 39, 75, 65, 67, 45, 58]"
24722,16,15,50,8,"[49, 53, 57, 45, 58, 52, 47]"
24723,10,15,50,15,[28]
24724,17,15,50,16,"[53, 57, 45, 58, 52]"
24725,20,20,120,11,"[61, 57, 44, 40]"
24726,8,5,120,22,"[19, 15, 13, 25, 28, 46]"
24727,10,13,50,20,"[27, 33, 37, 39, 75, 64]"
24728,15,15,120,20,"[45, 59]"
24729,6,1,120,12,"[14, 3, 2, 7]"
24730,16,15,50,15,"[49, 53, 57]"
24731,18,1,120,22,"[54, 17, 19, 14, 3, 2, 7, 37, 39, 75, 65]"
24732,8,13,50,6,"[19, 15, 11, 8, 7, 37, 38, 35, 6, 9, 12]"
24733,20,20,50,14,"[61, 57, 44]"
24734,8,15,50,7,"[22, 49, 53, 57, 45, 58, 52, 50, 54]"
24735,24,5,120,12,"[74, 38, 35, 6, 9, 11, 8, 7]"
24736,17,5,120,19,"[52, 47, 19, 15, 12, 16, 22, 49, 53]"
24737,8,1,120,10,"[19, 14, 3, 2, 6, 9, 13, 25]"
24738,15,15,120,22,[46]
24739,20,20,50,22,[63]
24740,8,13,50,11,"[19, 15, 11, 8, 7, 37, 38, 36]"
24741,9,13,50,16,"[25, 27, 33, 37, 38, 36, 32, 29]"
24742,23,13,50,17,"[73, 74, 39, 75, 65, 67, 45, 58]"
24743,15,15,50,11,"[44, 40]"
24744,8,1,120,4,"[19, 14, 3, 2, 6]"
25962,23,13,50,22,"[73, 74, 39, 75, 65]"
25963,19,5,50,17,"[58, 52, 47, 19, 15, 12, 16, 22, 49]"
25964,18,20,50,20,[56]
25965,4,1,120,7,"[8, 5, 1, 4, 16, 20]"
25966,20,20,120,10,"[60, 55, 48]"
25967,22,20,50,20,[68]
25968,19,20,50,20,[59]
25969,20,20,120,10,"[60, 55, 48]"
25970,20,20,120,13,"[62, 66, 74]"
25971,4,15,120,8,"[10, 34, 41, 45, 58, 52, 47]"
25972,22,20,50,9,"[68, 60, 55, 48, 26]"
25973,16,1,120,10,"[47, 19, 14, 3, 2, 6, 9, 13, 25]"
25974,20,20,120,15,"[61, 57]"
25975,13,13,120,16,"[38, 36, 32, 29]"
25976,22,13,50,13,"[69, 66, 74]"
25977,17,15,120,15,"[53, 57]"
25978,22,11,120,11,"[70, 71, 40]"
25979,8,11,120,4,"[22, 48, 27, 31]"
25980,20,20,120,16,"[60, 55]"
25981,21,1,120,10,"[66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
25982,12,11,120,11,[36]
25983,11,11,120,1,"[33, 35, 5]"
25984,1,1,120,16,"[1, 4, 16, 22]"
25985,11,11,120,13,"[33, 37]"
25986,9,1,120,6,"[23, 11, 8, 5, 1, 4]"
25987,16,20,50,17,"[50, 56, 61, 58]"
25988,4,11,120,6,"[10, 31, 9, 12]"
25989,19,20,50,20,[59]
25990,4,11,120,11,[10]
25991,23,11,120,24,"[71, 40, 34, 42, 73]"
25992,14,5,50,8,"[40, 31, 9, 12, 16]"
25993,10,1,120,16,"[26, 23, 11, 8, 5, 1, 4, 16, 22]"
25994,22,13,50,24,"[69, 66, 74, 39]"
25995,23,15,120,4,"[72, 67, 44, 40, 31]"
25996,18,1,120,19,"[54, 17, 19, 14, 3, 1, 4, 16, 22, 49, 53]"
25997,2,11,120,11,"[4, 15, 11, 10]"
25998,21,20,50,20,[64]
25999,21,1,120,10,"[66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
26000,8,20,50,4,"[20, 18, 56, 60, 54, 17, 19, 15, 11]"
26001,6,20,50,20,"[16, 20, 18, 56]"
26002,12,11,120,11,[36]
26003,10,11,120,24,"[27, 34, 42, 73]"
26004,19,20,50,10,"[59, 60, 55, 48]"
26005,10,11,120,18,"[27, 32, 29, 50]"
26006,10,15,120,15,[28]
26007,7,15,120,4,"[18, 55, 49, 53, 57, 44, 40, 31]"
26008,20,20,50,9,"[60, 55, 48, 26]"
26009,23,15,120,15,"[72, 67]"
26010,22,1,120,10,"[69, 66, 74, 38, 35, 5, 2, 6, 9, 13, 25]"
26011,14,13,50,24,"[42, 73, 74, 39]"
26012,1,1,50,9,"[2, 6, 9, 13]"
26013,24,13,50,13,[74]
26014,22,1,120,24,"[69, 66, 74, 38, 35, 5, 2, 7, 37, 39]"
26015,11,11,50,8,"[31, 9, 12, 16]"
26016,14,20,50,23,"[41, 45, 59, 63, 70]"
26017,2,11,120,10,"[4, 15, 11, 10, 32]"
26018,10,15,120,15,[28]
26019,21,11,120,11,"[66, 76, 71, 40]"
26020,22,1,120,17,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22, 49]"
26021,9,13,50,13,"[25, 27, 33, 37]"
26022,19,15,120,17,"[57, 45, 58]"
26023,17,15,120,11,"[53, 57, 44, 40]"
26024,19,1,120,1,"[58, 52, 47, 19, 14, 3]"
26025,15,15,120,1,"[44, 40, 33, 35, 5]"
26026,21,1,120,22,"[66, 74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
26027,16,20,50,8,"[50, 56, 60, 54, 17]"
26028,10,11,120,19,"[27, 34, 41, 45]"
26029,6,15,120,12,"[16, 22, 49, 53, 57, 46, 69, 66, 74, 38]"
26030,22,20,50,20,[68]
26031,7,5,50,22,"[17, 19, 15, 13, 25, 28, 46]"
26032,17,15,120,10,"[53, 57, 43]"
26033,24,1,120,22,"[74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
26034,16,20,50,20,"[50, 56]"
26035,15,15,120,24,"[46, 69, 66]"
26036,17,1,120,24,"[52, 47, 19, 14, 3, 2, 7, 37, 39]"
26037,16,5,50,2,"[47, 19, 15, 12, 14]"
26038,17,20,50,9,"[53, 59, 60, 55, 48, 26]"
26039,10,1,120,1,"[26, 23, 11, 8, 5]"
26040,21,20,50,22,"[64, 63]"
26041,14,1,120,1,"[40, 33, 35, 5]"
26042,20,20,120,22,[63]
26043,24,13,50,13,[74]
26044,1,1,50,10,"[2, 6, 9, 13, 25]"
26045,15,15,120,9,"[43, 26]"
26046,22,15,120,15,[67]
26047,16,1,120,23,"[47, 19, 14, 3, 2, 7, 37, 39, 76]"
26048,24,1,120,14,"[74, 38, 35, 5, 2, 7, 36, 34]"
26049,20,20,50,10,"[60, 55, 48]"
26050,16,11,120,6,"[48, 27, 31, 9, 12]"
26051,23,11,120,10,"[71, 40, 32]"
26052,22,11,120,11,"[70, 71, 40]"
26053,13,13,120,11,"[38, 36]"
26054,22,15,120,15,[67]
26055,15,15,50,10,[43]
26056,23,11,120,9,"[71, 40, 32, 26]"
26057,10,1,120,14,"[26, 23, 11, 8, 5, 2, 7, 36, 34]"
26058,10,1,120,22,"[26, 23, 11, 8, 5, 2, 7, 37, 39, 75, 65]"
26059,5,5,50,16,"[12, 16, 22]"
26060,10,1,120,9,"[26, 23, 11, 8, 5, 2, 6, 9, 13]"
26061,6,5,50,7,"[15, 12, 16, 20]"
26062,4,13,50,16,"[8, 7, 37, 38, 36, 32, 29]"
26063,22,15,120,16,"[67, 45, 58, 52]"
26064,20,20,50,15,"[61, 57]"
26065,22,13,50,24,"[69, 66, 74, 39]"
26066,20,20,120,12,"[62, 66, 74, 38]"
26067,13,13,120,20,"[39, 75, 64]"
26068,17,15,120,15,"[53, 57]"
26069,12,1,120,22,"[35, 5, 2, 7, 37, 39, 75, 65]"
26070,9,1,120,18,"[23, 11, 8, 5, 1, 4, 16, 20, 18]"
26071,12,11,120,9,"[36, 32, 26]"
26072,22,15,120,15,[67]
26073,4,13,50,8,"[8, 7, 37, 38, 35, 6, 9, 12, 16]"
26074,12,5,50,14,"[35, 6, 9, 11, 10, 34]"
26075,11,11,120,23,"[34, 42]"
26076,22,15,120,15,[67]
26077,22,1,120,23,"[69, 66, 74, 38, 35, 5, 2, 7, 37, 39, 76]"
26078,10,11,120,14,"[27, 34]"
26079,11,11,50,1,"[33, 35, 5]"
26080,23,20,50,17,"[72, 68, 61, 58]"
26081,22,5,50,10,"[67, 43, 26, 23, 13, 25]"
26082,6,1,120,9,"[14, 3, 2, 6, 9, 13]"
26083,15,15,120,16,"[45, 58, 52]"
26084,9,20,50,16,"[25, 29, 50, 56, 60, 55]"
26085,16,20,50,10,"[50, 56, 60, 55, 48]"
26086,10,20,50,16,"[29, 50, 56, 60, 55]"
26087,14,20,50,20,"[41, 45, 59]"
26088,16,20,50,10,"[50, 56, 60, 55, 48]"
26089,20,20,120,11,"[61, 57, 44, 40]"
26090,11,11,50,20,"[32, 29, 50, 56]"
26091,10,15,120,17,"[28, 45, 58]"
26092,11,11,50,16,"[32, 29]"
26093,13,13,50,23,"[39, 76]"
26094,16,20,50,12,"[50, 56, 62, 66, 74, 38]"
26095,20,20,50,8,"[60, 54, 17]"
26096,10,5,50,14,"[26, 23, 11, 10, 34]"
26097,1,1,50,7,"[1, 4, 16, 20]"
26098,14,5,50,10,"[40, 31, 9, 13, 25]"
26099,15,15,120,10,[43]
26100,10,1,120,1,"[26, 23, 11, 8, 5]"
26101,9,20,120,10,"[25, 29, 50, 56, 60, 55, 48]"
26102,17,13,50,10,"[53, 57, 46, 69, 66, 74, 38, 36, 32]"
26103,20,20,120,21,[62]
26104,22,13,50,10,"[69, 66, 74, 38, 36, 32]"
26105,17,15,120,15,"[53, 57]"
26106,17,11,120,8,"[52, 48, 27, 32, 29, 47]"
26107,19,11,120,16,"[57, 44, 40, 32, 29]"
26108,15,15,50,10,[43]
26109,14,15,120,8,"[41, 45, 58, 52, 47]"
26110,22,20,50,23,"[68, 63, 70]"
26111,8,1,120,6,"[19, 14, 3, 1, 4]"
26112,10,20,50,12,"[29, 50, 56, 62, 66, 74, 38]"
26113,23,20,50,16,"[72, 68, 60, 55]"
26114,23,13,50,14,"[73, 74, 39, 76, 71]"
26115,21,15,120,15,"[65, 67]"
26116,16,15,120,11,"[49, 53, 57, 44, 40]"
26117,16,11,50,4,"[48, 27, 31]"
26118,22,1,120,16,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22]"
26119,10,15,120,8,"[28, 45, 58, 52, 47]"
26120,8,20,50,3,"[20, 18, 56, 62, 66, 74, 38, 35]"
26121,10,13,50,9,"[27, 33, 37, 38, 36, 32, 26]"
26122,13,13,120,10,"[38, 36, 32]"
26123,14,1,120,10,"[40, 33, 35, 5, 2, 6, 9, 13, 25]"
26124,8,13,50,21,"[19, 15, 11, 8, 7, 37, 39, 75]"
26125,22,20,50,20,[68]
26126,15,15,120,9,"[43, 26]"
26127,21,20,50,23,"[64, 63, 70]"
26128,9,13,50,10,"[25, 27, 33, 37, 38, 36, 32]"
26129,7,13,50,10,"[18, 56, 62, 66, 74, 38, 36, 32]"
26130,23,13,50,13,"[73, 74]"
26131,23,11,120,11,"[71, 40]"
26132,19,5,50,4,"[58, 52, 47, 19, 15, 11]"
26133,8,5,50,6,"[19, 15, 12]"
26134,17,13,50,9,"[53, 57, 46, 69, 66, 74, 38, 36, 32, 26]"
26135,8,15,120,6,"[22, 49, 53, 57, 45, 58, 52, 47, 19]"
26136,9,5,50,21,"[23, 13, 25, 28, 46, 69]"
26137,9,13,50,13,"[25, 27, 33, 37]"
26138,12,5,50,17,"[35, 6, 9, 12, 16, 22, 49]"
26139,10,11,120,6,"[27, 31, 9, 12]"
26140,15,15,120,17,"[45, 58]"
26141,14,20,50,20,"[41, 45, 59]"
26142,17,1,120,7,"[52, 47, 19, 14, 3, 1, 4, 16, 20]"
26143,12,15,120,9,"[37, 39, 75, 65, 67, 43, 26]"
26144,18,15,120,10,"[55, 49, 53, 57, 43]"
26145,5,5,120,22,"[13, 25, 28, 46]"
26146,10,13,50,12,"[27, 33, 37, 38]"
26147,22,5,50,10,"[67, 43, 26, 23, 13, 25]"
26148,16,5,50,10,"[47, 19, 15, 13, 25]"
26149,24,11,120,17,"[76, 71, 40, 32, 29, 49]"
26150,17,20,50,9,"[53, 59, 60, 55, 48, 26]"
26151,7,13,50,13,"[18, 56, 62, 66, 74]"
26152,22,20,50,16,"[68, 60, 55]"
26153,20,20,120,21,[62]
26154,19,13,50,13,"[57, 46, 69, 66, 74]"
26155,17,1,120,16,"[52, 47, 19, 14, 3, 1, 4, 16, 22]"
26156,22,1,120,7,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 20]"
26157,16,11,50,19,"[48, 27, 34, 41, 45]"
26158,9,11,120,20,"[25, 27, 32, 29, 50, 56]"
26159,9,15,120,4,"[25, 28, 44, 40, 31]"
26160,14,13,50,17,"[42, 73, 74, 39, 75, 65, 67, 45, 58]"
26161,13,13,50,10,"[38, 36, 32]"
26162,2,11,120,7,"[4, 15, 11, 10, 32, 29, 50, 54]"
26163,16,5,50,10,"[47, 19, 15, 13, 25]"
26164,23,11,120,11,"[71, 40]"
26165,20,20,50,21,[62]
26166,9,20,50,4,"[25, 29, 50, 56, 60, 54, 17, 19, 15, 11]"
26167,23,1,120,22,"[73, 74, 38, 35, 5, 2, 7, 37, 39, 75, 65]"
26168,19,15,120,10,"[57, 43]"
26169,16,20,50,6,"[50, 56, 60, 54, 17, 19]"
26170,14,11,120,11,[40]
26171,10,13,50,16,"[27, 33, 37, 38, 36, 32, 29]"
26172,9,11,120,11,"[25, 27]"
26173,11,11,120,10,[32]
26174,15,15,120,10,[43]
26175,23,20,50,4,"[72, 68, 60, 54, 17, 19, 15, 11]"
26176,10,5,50,24,"[26, 23, 11, 8, 7, 37, 39]"
26177,12,1,120,17,"[35, 5, 1, 4, 16, 22, 49]"
26178,14,1,120,10,"[40, 33, 35, 5, 2, 6, 9, 13, 25]"
26179,12,15,120,15,"[37, 39, 75, 65, 67]"
26180,20,20,120,17,"[61, 58]"
26181,22,1,120,16,"[69, 66, 74, 38, 35, 5, 1, 4, 16, 22]"
26182,12,11,120,11,[36]
26183,6,1,120,8,"[14, 3, 1, 4, 16]"
26184,17,5,50,12,"[52, 47, 19, 15, 11, 8, 7]"
26185,4,11,120,11,[10]
26186,14,20,50,10,"[41, 45, 59, 60, 55, 48]"
27404,20,20,120,7,"[60, 54]"
27405,10,5,120,14,"[26, 23, 11, 10, 34]"
27406,18,5,120,19,"[54, 17, 19, 15, 12, 16, 22, 49, 53]"
27407,16,1,50,8,"[47, 19, 14, 3, 1, 4, 16]"
27408,13,13,50,23,"[39, 76]"
27409,5,5,50,10,"[13, 25]"
27410,14,11,50,11,[40]
27411,10,1,50,22,"[26, 23, 11, 8, 5, 2, 7, 37, 39, 75, 65]"
27412,23,11,50,14,"[71, 40, 34]"
27413,10,5,120,12,"[26, 23, 11, 8, 7]"
27414,11,11,120,22,"[34, 41, 46]"
27415,17,15,50,16,"[53, 57, 45, 58, 52]"
27416,19,15,50,14,"[57, 44]"
27417,23,1,50,4,"[73, 74, 38, 35, 5, 2, 6]"
27418,16,13,50,6,"[48, 27, 33, 37, 38, 35, 6, 9, 12]"
27419,4,11,50,11,[10]
27420,12,11,50,11,[36]
